Path,Serial,Firmware,ID,Size
Parkes --> blc26,17SUK142FS9ATOSHIBA MD04ACA500 FP2A,FP2A,2,4.547 TB
Parkes --> blc26,17RAKAR0FS9ATOSHIBA MD04ACA500 FP2A,FP2A,3,4.547 TB
Parkes --> blc26,17RGK1FAFS9ATOSHIBA MD04ACA500 FP2A,FP2A,4,4.547 TB
Parkes --> blc26,17RGK1FBFS9ATOSHIBA MD04ACA500 FP2A,FP2A,5,4.547 TB
Parkes --> blc26,17RDK1TFFS9ATOSHIBA MD04ACA500 FP2A,FP2A,6,4.547 TB
Parkes --> blc26,17RGK1F9FS9ATOSHIBA MD04ACA500 FP2A,FP2A,7,4.547 TB
Parkes --> blc26,17RDK1TGFS9ATOSHIBA MD04ACA500 FP2A,FP2A,8,4.547 TB
Parkes --> blc26,17RDK1TIFS9ATOSHIBA MD04ACA500 FP2A,FP2A,9,4.547 TB
Parkes --> blc26,17RBK5NQFS9ATOSHIBA MD04ACA500 FP2A,FP2A,10,4.547 TB
Parkes --> blc26,17RDK1TJFS9ATOSHIBA MD04ACA500 FP2A,FP2A,11,4.547 TB
Parkes --> blc26,17RDK1THFS9ATOSHIBA MD04ACA500 FP2A,FP2A,12,4.547 TB
Parkes --> blc26,17RDK1TMFS9ATOSHIBA MD04ACA500 FP2A,FP2A,14,4.547 TB
Parkes --> blc26,17RDK1TDFS9ATOSHIBA MD04ACA500 FP2A,FP2A,15,4.547 TB
Parkes --> blc26,17RDK1TCFS9ATOSHIBA MD04ACA500 FP2A,FP2A,16,4.547 TB
Parkes --> blc26,17RDK1TBFS9ATOSHIBA MD04ACA500 FP2A,FP2A,17,4.547 TB
Parkes --> blc26,17RDK1TNFS9ATOSHIBA MD04ACA500 FP2A,FP2A,18,4.547 TB
Parkes --> blc26,17RGK1F7FS9ATOSHIBA MD04ACA500 FP2A,FP2A,19,4.547 TB
Parkes --> blc26,17RDK1TOFS9ATOSHIBA MD04ACA500 FP2A,FP2A,20,4.547 TB
Parkes --> blc26,17RDK1TKFS9ATOSHIBA MD04ACA500 FP2A,FP2A,21,4.547 TB
Parkes --> blc26,17RGK1F8FS9ATOSHIBA MD04ACA500 FP2A,FP2A,22,4.547 TB
Parkes --> blc26,17S7KEGWFS9ATOSHIBA MD04ACA500 FP2A,FP2A,23,4.547 TB
Parkes --> blc26,17S7KEGKFS9ATOSHIBA MD04ACA500 FP2A,FP2A,24,4.547 TB
